142,83,13012,142,11268,138,13016,111,11272,111
49,5,125,49,103,47,127,47,103,47
1,1,0,1,0,1,0,1,0,1
46,29,93,46,26,33,93,24,26,24
1,1,0,1,0,1,0,1,0,1
77,41,558,77,140,51,558,49,140,49
47,24,92,47,24,30,92,27,24,27
1,1,0,1,0,1,0,1,0,1
151,68,11057,151,1640,99,11059,80,1642,80
1,1,0,1,0,1,0,1,0,1
164,20,28052,164,19106,155,28083,155,19113,155
70,40,563,70,497,68,564,53,498,53
70,27,491,70,334,63,495,61,335,61
58,40,189,58,73,44,189,36,73,36
72,3,406,72,459,72,413,72,460,72
48,28,102,48,31,33,102,31,31,31
6,3,0,6,0,6,0,6,0,6
57,20,165,57,41,36,167,33,41,33
5,4,0,5,0,5,0,5,0,5
1,1,0,1,0,1,0,1,0,1
168,2,20046,168,26386,162,20077,162,26391,162
185,103,65313,185,9932,148,65319,126,9937,126
1,1,0,1,0,1,0,1,0,1
42,25,67,42,21,29,67,23,21,23
169,89,35966,169,6763,136,35970,101,6766,101
36,24,70,36,43,30,70,29,43,29
6,3,0,6,0,6,0,6,0,6
1,1,0,1,0,1,0,1,0,1
63,33,280,63,66,42,280,35,66,35
48,20,97,48,44,38,98,36,44,36
